origin_coords,demand_coords,travel_time,wijkcode,wijknaam
52.3794976_4.8919539,52.3701305_4.8721075,314,E17,Da Costabuurt
52.366831866_4.886996452,52.3701305_4.8721075,278,E17,Da Costabuurt
52.37551_4.88661,52.3701305_4.8721075,287,E17,Da Costabuurt
52.3631_4.8808,52.3701305_4.8721075,138,E17,Da Costabuurt
52.3637_4.8822,52.3701305_4.8721075,157,E17,Da Costabuurt
52.380101_4.8825396,52.3701305_4.8721075,266,E17,Da Costabuurt
52.3628595_4.8833056,52.3701305_4.8721075,180,E17,Da Costabuurt
52.3891743_4.8308528,52.3701305_4.8721075,99999,E17,Da Costabuurt
52.366831866_4.889329776,52.3701305_4.8721075,410,E17,Da Costabuurt
52.3792_4.8866,52.3701305_4.8721075,258,E17,Da Costabuurt
52.371165182_4.891996432,52.3701305_4.8721075,295,E17,Da Costabuurt
52.366338_4.88034,52.3701305_4.8721075,167,E17,Da Costabuurt
52.36599_4.89594,52.3701305_4.8721075,382,E17,Da Costabuurt
52.3688_4.8895,52.3701305_4.8721075,276,E17,Da Costabuurt
52.377142358729_4.883511152465,52.3701305_4.8721075,247,E17,Da Costabuurt
52.40204_4.89471,52.3701305_4.8721075,99999,E17,Da Costabuurt
52.3612_4.908,52.3701305_4.8721075,341,E17,Da Costabuurt
52.3740734_4.8840706,52.3701305_4.8721075,147,E17,Da Costabuurt
52.334105_4.893702,52.368099_4.86544,99999,E18,Kinkerbuurt
52.395654_4.944886,52.368099_4.86544,99999,E18,Kinkerbuurt
52.340804_4.881667,52.368099_4.86544,545,E18,Kinkerbuurt
52.3373954_4.9180886,52.368099_4.86544,99999,E18,Kinkerbuurt
52.328393_4.957531,52.368099_4.86544,99999,E18,Kinkerbuurt
52.403142_4.906788,52.368099_4.86544,99999,E18,Kinkerbuurt
52.4059_4.941451,52.368099_4.86544,99999,E18,Kinkerbuurt
52.352356_4.991526,52.368099_4.86544,99999,E18,Kinkerbuurt
52.380601_4.808558,52.368099_4.86544,99999,E18,Kinkerbuurt
52.373553_4.852268,52.368099_4.86544,100000,E18,Kinkerbuurt
52.363338_4.953024,52.368099_4.86544,99999,E18,Kinkerbuurt
52.370423_4.932634,52.368099_4.86544,99999,E18,Kinkerbuurt
52.307704_5.002509,52.368099_4.86544,99999,E18,Kinkerbuurt
52.378434_4.830374,52.368099_4.86544,473,E18,Kinkerbuurt
52.3282_4.882657,52.368099_4.86544,99999,E18,Kinkerbuurt
52.346118_4.922209,52.368099_4.86544,99999,E18,Kinkerbuurt
52.349677_4.810143,52.368099_4.86544,99999,E18,Kinkerbuurt
52.36465_4.762661,52.368099_4.86544,99999,E18,Kinkerbuurt
52.339341_4.908426,52.368099_4.86544,99999,E18,Kinkerbuurt
52.34695_4.94993,52.368099_4.86544,99999,E18,Kinkerbuurt
52.306709_4.964399,52.368099_4.86544,99999,E18,Kinkerbuurt
52.391106_4.916855,52.368099_4.86544,99999,E18,Kinkerbuurt
52.385283_4.963883,52.368099_4.86544,99999,E18,Kinkerbuurt
52.368785_4.926183,52.368099_4.86544,99999,E18,Kinkerbuurt
52.378145_4.792047,52.368099_4.86544,99999,E18,Kinkerbuurt
52.343193_4.850315,52.368099_4.86544,603,E18,Kinkerbuurt
52.340692_4.917866,52.368099_4.86544,99999,E18,Kinkerbuurt
52.353057_4.817727,52.368099_4.86544,99999,E18,Kinkerbuurt
52.346941_4.926532,52.368099_4.86544,99999,E18,Kinkerbuurt
52.362706_4.844943,52.368099_4.86544,273,E18,Kinkerbuurt
52.372161_4.934287,52.368099_4.86544,99999,E18,Kinkerbuurt
52.353412_4.894705,52.368099_4.86544,389,E18,Kinkerbuurt
52.389867_4.953788,52.368099_4.86544,99999,E18,Kinkerbuurt
52.339242_4.818469,52.368099_4.86544,99999,E18,Kinkerbuurt
52.360758_4.816634,52.368099_4.86544,562,E18,Kinkerbuurt
52.353159_4.800874,52.368099_4.86544,99999,E18,Kinkerbuurt
52.35059_5.003941,52.368099_4.86544,99999,E18,Kinkerbuurt
52.354702_4.85755,52.368099_4.86544,329,E18,Kinkerbuurt
52.367799_4.909432,52.368099_4.86544,573,E18,Kinkerbuurt
52.415937_4.875358,52.368099_4.86544,99999,E18,Kinkerbuurt
52.36326_4.844275,52.368099_4.86544,273,E18,Kinkerbuurt
52.3624_4.8977,52.368099_4.86544,470,E18,Kinkerbuurt
52.3687_4.8772,52.368099_4.86544,155,E18,Kinkerbuurt
52.366_4.9165,52.368099_4.86544,631,E18,Kinkerbuurt
52.3999_4.9354,52.368099_4.86544,99999,E18,Kinkerbuurt
52.3668_4.8913,52.368099_4.86544,431,E18,Kinkerbuurt
52.3731_4.8926,52.368099_4.86544,280,E18,Kinkerbuurt
52.3713_4.87531,52.368099_4.86544,149,E18,Kinkerbuurt
52.3594_4.8977,52.368099_4.86544,381,E18,Kinkerbuurt
52.3849549_4.881195,52.368099_4.86544,266,E18,Kinkerbuurt
52.3794976_4.8919539,52.368099_4.86544,366,E18,Kinkerbuurt
52.366831866_4.886996452,52.368099_4.86544,351,E18,Kinkerbuurt
52.37551_4.88661,52.368099_4.86544,339,E18,Kinkerbuurt
52.3631_4.8808,52.368099_4.86544,210,E18,Kinkerbuurt
52.3637_4.8822,52.368099_4.86544,229,E18,Kinkerbuurt
52.380101_4.8825396,52.368099_4.86544,319,E18,Kinkerbuurt
52.3628595_4.8833056,52.368099_4.86544,252,E18,Kinkerbuurt
52.3891743_4.8308528,52.368099_4.86544,500,E18,Kinkerbuurt
52.366831866_4.889329776,52.368099_4.86544,462,E18,Kinkerbuurt
52.3792_4.8866,52.368099_4.86544,310,E18,Kinkerbuurt
52.371165182_4.891996432,52.368099_4.86544,347,E18,Kinkerbuurt
52.366338_4.88034,52.368099_4.86544,240,E18,Kinkerbuurt
52.36599_4.89594,52.368099_4.86544,434,E18,Kinkerbuurt
52.3688_4.8895,52.368099_4.86544,328,E18,Kinkerbuurt
52.377142358729_4.883511152465,52.368099_4.86544,299,E18,Kinkerbuurt
52.40204_4.89471,52.368099_4.86544,99999,E18,Kinkerbuurt
52.3612_4.908,52.368099_4.86544,413,E18,Kinkerbuurt
52.3740734_4.8840706,52.368099_4.86544,199,E18,Kinkerbuurt
52.334105_4.893702,52.365027_4.8674875,99999,E19,Van Lennepbuurt
52.395654_4.944886,52.365027_4.8674875,99999,E19,Van Lennepbuurt
52.340804_4.881667,52.365027_4.8674875,508,E19,Van Lennepbuurt
52.3373954_4.9180886,52.365027_4.8674875,99999,E19,Van Lennepbuurt
52.328393_4.957531,52.365027_4.8674875,99999,E19,Van Lennepbuurt
52.403142_4.906788,52.365027_4.8674875,99999,E19,Van Lennepbuurt
52.4059_4.941451,52.365027_4.8674875,99999,E19,Van Lennepbuurt
52.352356_4.991526,52.365027_4.8674875,99999,E19,Van Lennepbuurt
52.380601_4.808558,52.365027_4.8674875,99999,E19,Van Lennepbuurt
52.373553_4.852268,52.365027_4.8674875,100000,E19,Van Lennepbuurt
52.363338_4.953024,52.365027_4.8674875,99999,E19,Van Lennepbuurt
52.370423_4.932634,52.365027_4.8674875,99999,E19,Van Lennepbuurt
52.307704_5.002509,52.365027_4.8674875,99999,E19,Van Lennepbuurt
52.378434_4.830374,52.365027_4.8674875,560,E19,Van Lennepbuurt
52.3282_4.882657,52.365027_4.8674875,99999,E19,Van Lennepbuurt
52.346118_4.922209,52.365027_4.8674875,99999,E19,Van Lennepbuurt
52.349677_4.810143,52.365027_4.8674875,99999,E19,Van Lennepbuurt
52.36465_4.762661,52.365027_4.8674875,99999,E19,Van Lennepbuurt
52.339341_4.908426,52.365027_4.8674875,99999,E19,Van Lennepbuurt
52.34695_4.94993,52.365027_4.8674875,99999,E19,Van Lennepbuurt
52.306709_4.964399,52.365027_4.8674875,99999,E19,Van Lennepbuurt
52.391106_4.916855,52.365027_4.8674875,99999,E19,Van Lennepbuurt
52.385283_4.963883,52.365027_4.8674875,99999,E19,Van Lennepbuurt
52.368785_4.926183,52.365027_4.8674875,99999,E19,Van Lennepbuurt
52.378145_4.792047,52.365027_4.8674875,99999,E19,Van Lennepbuurt
52.343193_4.850315,52.365027_4.8674875,536,E19,Van Lennepbuurt
52.340692_4.917866,52.365027_4.8674875,99999,E19,Van Lennepbuurt
52.353057_4.817727,52.365027_4.8674875,99999,E19,Van Lennepbuurt
52.346941_4.926532,52.365027_4.8674875,99999,E19,Van Lennepbuurt
52.362706_4.844943,52.365027_4.8674875,274,E19,Van Lennepbuurt
52.372161_4.934287,52.365027_4.8674875,99999,E19,Van Lennepbuurt
52.353412_4.894705,52.365027_4.8674875,352,E19,Van Lennepbuurt
52.389867_4.953788,52.365027_4.8674875,99999,E19,Van Lennepbuurt
52.339242_4.818469,52.365027_4.8674875,99999,E19,Van Lennepbuurt
52.360758_4.816634,52.365027_4.8674875,527,E19,Van Lennepbuurt
52.353159_4.800874,52.365027_4.8674875,99999,E19,Van Lennepbuurt
52.35059_5.003941,52.365027_4.8674875,99999,E19,Van Lennepbuurt
52.354702_4.85755,52.365027_4.8674875,262,E19,Van Lennepbuurt
52.367799_4.909432,52.365027_4.8674875,539,E19,Van Lennepbuurt
52.415937_4.875358,52.365027_4.8674875,99999,E19,Van Lennepbuurt
52.36326_4.844275,52.365027_4.8674875,274,E19,Van Lennepbuurt
52.3624_4.8977,52.365027_4.8674875,433,E19,Van Lennepbuurt
52.3687_4.8772,52.365027_4.8674875,145,E19,Van Lennepbuurt
52.366_4.9165,52.365027_4.8674875,595,E19,Van Lennepbuurt
52.3999_4.9354,52.365027_4.8674875,99999,E19,Van Lennepbuurt
52.3668_4.8913,52.365027_4.8674875,455,E19,Van Lennepbuurt
52.3731_4.8926,52.365027_4.8674875,327,E19,Van Lennepbuurt
52.3713_4.87531,52.365027_4.8674875,196,E19,Van Lennepbuurt
52.3594_4.8977,52.365027_4.8674875,344,E19,Van Lennepbuurt
52.3849549_4.881195,52.365027_4.8674875,313,E19,Van Lennepbuurt
52.3794976_4.8919539,52.365027_4.8674875,413,E19,Van Lennepbuurt
52.366831866_4.886996452,52.365027_4.8674875,319,E19,Van Lennepbuurt
52.37551_4.88661,52.365027_4.8674875,386,E19,Van Lennepbuurt
52.3631_4.8808,52.365027_4.8674875,173,E19,Van Lennepbuurt
52.3637_4.8822,52.365027_4.8674875,192,E19,Van Lennepbuurt
52.380101_4.8825396,52.365027_4.8674875,366,E19,Van Lennepbuurt
52.3628595_4.8833056,52.365027_4.8674875,215,E19,Van Lennepbuurt
52.3891743_4.8308528,52.365027_4.8674875,99999,E19,Van Lennepbuurt
52.366831866_4.889329776,52.365027_4.8674875,486,E19,Van Lennepbuurt
52.3792_4.8866,52.365027_4.8674875,357,E19,Van Lennepbuurt
52.371165182_4.891996432,52.365027_4.8674875,394,E19,Van Lennepbuurt
52.366338_4.88034,52.365027_4.8674875,228,E19,Van Lennepbuurt
52.36599_4.89594,52.365027_4.8674875,463,E19,Van Lennepbuurt
52.3688_4.8895,52.365027_4.8674875,375,E19,Van Lennepbuurt
52.377142358729_4.883511152465,52.365027_4.8674875,347,E19,Van Lennepbuurt
52.40204_4.89471,52.365027_4.8674875,99999,E19,Van Lennepbuurt
52.3612_4.908,52.365027_4.8674875,376,E19,Van Lennepbuurt
52.3740734_4.8840706,52.365027_4.8674875,246,E19,Van Lennepbuurt
52.334105_4.893702,52.3635335_4.8715505,99999,E20,Helmersbuurt
52.395654_4.944886,52.3635335_4.8715505,99999,E20,Helmersbuurt
52.340804_4.881667,52.3635335_4.8715505,471,E20,Helmersbuurt
52.3373954_4.9180886,52.3635335_4.8715505,99999,E20,Helmersbuurt
52.328393_4.957531,52.3635335_4.8715505,99999,E20,Helmersbuurt
52.403142_4.906788,52.3635335_4.8715505,99999,E20,Helmersbuurt
52.4059_4.941451,52.3635335_4.8715505,99999,E20,Helmersbuurt
52.352356_4.991526,52.3635335_4.8715505,99999,E20,Helmersbuurt
52.380601_4.808558,52.3635335_4.8715505,99999,E20,Helmersbuurt
52.373553_4.852268,52.3635335_4.8715505,100000,E20,Helmersbuurt
52.363338_4.953024,52.3635335_4.8715505,99999,E20,Helmersbuurt
52.370423_4.932634,52.3635335_4.8715505,99999,E20,Helmersbuurt
52.307704_5.002509,52.3635335_4.8715505,99999,E20,Helmersbuurt
52.378434_4.830374,52.3635335_4.8715505,607,E20,Helmersbuurt
52.3282_4.882657,52.3635335_4.8715505,99999,E20,Helmersbuurt
52.346118_4.922209,52.3635335_4.8715505,99999,E20,Helmersbuurt
52.349677_4.810143,52.3635335_4.8715505,99999,E20,Helmersbuurt
52.36465_4.762661,52.3635335_4.8715505,99999,E20,Helmersbuurt
52.339341_4.908426,52.3635335_4.8715505,99999,E20,Helmersbuurt
52.34695_4.94993,52.3635335_4.8715505,99999,E20,Helmersbuurt
52.306709_4.964399,52.3635335_4.8715505,99999,E20,Helmersbuurt
52.391106_4.916855,52.3635335_4.8715505,99999,E20,Helmersbuurt
52.385283_4.963883,52.3635335_4.8715505,99999,E20,Helmersbuurt
52.368785_4.926183,52.3635335_4.8715505,99999,E20,Helmersbuurt
52.378145_4.792047,52.3635335_4.8715505,99999,E20,Helmersbuurt
52.343193_4.850315,52.3635335_4.8715505,534,E20,Helmersbuurt
52.340692_4.917866,52.3635335_4.8715505,99999,E20,Helmersbuurt
52.353057_4.817727,52.3635335_4.8715505,99999,E20,Helmersbuurt
52.346941_4.926532,52.3635335_4.8715505,99999,E20,Helmersbuurt
52.362706_4.844943,52.3635335_4.8715505,349,E20,Helmersbuurt
52.372161_4.934287,52.3635335_4.8715505,99999,E20,Helmersbuurt
52.353412_4.894705,52.3635335_4.8715505,315,E20,Helmersbuurt
52.389867_4.953788,52.3635335_4.8715505,99999,E20,Helmersbuurt
52.339242_4.818469,52.3635335_4.8715505,99999,E20,Helmersbuurt
52.360758_4.816634,52.3635335_4.8715505,99999,E20,Helmersbuurt
52.353159_4.800874,52.3635335_4.8715505,99999,E20,Helmersbuurt
52.35059_5.003941,52.3635335_4.8715505,99999,E20,Helmersbuurt
52.354702_4.85755,52.3635335_4.8715505,261,E20,Helmersbuurt
52.367799_4.909432,52.3635335_4.8715505,501,E20,Helmersbuurt
52.415937_4.875358,52.3635335_4.8715505,99999,E20,Helmersbuurt
52.36326_4.844275,52.3635335_4.8715505,349,E20,Helmersbuurt
52.3624_4.8977,52.3635335_4.8715505,395,E20,Helmersbuurt
52.3687_4.8772,52.3635335_4.8715505,169,E20,Helmersbuurt
52.366_4.9165,52.3635335_4.8715505,558,E20,Helmersbuurt
52.3999_4.9354,52.3635335_4.8715505,99999,E20,Helmersbuurt
52.3668_4.8913,52.3635335_4.8715505,418,E20,Helmersbuurt
52.3731_4.8926,52.3635335_4.8715505,351,E20,Helmersbuurt
52.3713_4.87531,52.3635335_4.8715505,220,E20,Helmersbuurt
52.3594_4.8977,52.3635335_4.8715505,307,E20,Helmersbuurt
52.3849549_4.881195,52.3635335_4.8715505,337,E20,Helmersbuurt
52.3794976_4.8919539,52.3635335_4.8715505,437,E20,Helmersbuurt
52.366831866_4.886996452,52.3635335_4.8715505,281,E20,Helmersbuurt
52.37551_4.88661,52.3635335_4.8715505,410,E20,Helmersbuurt
52.3631_4.8808,52.3635335_4.8715505,135,E20,Helmersbuurt
52.3637_4.8822,52.3635335_4.8715505,155,E20,Helmersbuurt
52.380101_4.8825396,52.3635335_4.8715505,390,E20,Helmersbuurt
52.3628595_4.8833056,52.3635335_4.8715505,178,E20,Helmersbuurt
52.3891743_4.8308528,52.3635335_4.8715505,99999,E20,Helmersbuurt
52.366831866_4.889329776,52.3635335_4.8715505,448,E20,Helmersbuurt
52.3792_4.8866,52.3635335_4.8715505,381,E20,Helmersbuurt
52.371165182_4.891996432,52.3635335_4.8715505,418,E20,Helmersbuurt
52.366338_4.88034,52.3635335_4.8715505,213,E20,Helmersbuurt
52.36599_4.89594,52.3635335_4.8715505,426,E20,Helmersbuurt
52.3688_4.8895,52.3635335_4.8715505,399,E20,Helmersbuurt
52.377142358729_4.883511152465,52.3635335_4.8715505,371,E20,Helmersbuurt
52.40204_4.89471,52.3635335_4.8715505,99999,E20,Helmersbuurt
52.3612_4.908,52.3635335_4.8715505,339,E20,Helmersbuurt
52.3740734_4.8840706,52.3635335_4.8715505,270,E20,Helmersbuurt
52.334105_4.893702,52.3597385_4.8598305,99999,E21,Overtoomse Sluis
52.395654_4.944886,52.3597385_4.8598305,99999,E21,Overtoomse Sluis
52.340804_4.881667,52.3597385_4.8598305,479,E21,Overtoomse Sluis
52.3373954_4.9180886,52.3597385_4.8598305,99999,E21,Overtoomse Sluis
52.328393_4.957531,52.3597385_4.8598305,99999,E21,Overtoomse Sluis
52.403142_4.906788,52.3597385_4.8598305,99999,E21,Overtoomse Sluis
52.4059_4.941451,52.3597385_4.8598305,99999,E21,Overtoomse Sluis
52.352356_4.991526,52.3597385_4.8598305,99999,E21,Overtoomse Sluis
52.380601_4.808558,52.3597385_4.8598305,99999,E21,Overtoomse Sluis
52.373553_4.852268,52.3597385_4.8598305,100000,E21,Overtoomse Sluis
52.363338_4.953024,52.3597385_4.8598305,99999,E21,Overtoomse Sluis
52.370423_4.932634,52.3597385_4.8598305,99999,E21,Overtoomse Sluis
52.307704_5.002509,52.3597385_4.8598305,99999,E21,Overtoomse Sluis
52.378434_4.830374,52.3597385_4.8598305,517,E21,Overtoomse Sluis
52.3282_4.882657,52.3597385_4.8598305,99999,E21,Overtoomse Sluis
52.346118_4.922209,52.3597385_4.8598305,99999,E21,Overtoomse Sluis
52.349677_4.810143,52.3597385_4.8598305,99999,E21,Overtoomse Sluis
52.36465_4.762661,52.3597385_4.8598305,99999,E21,Overtoomse Sluis
52.339341_4.908426,52.3597385_4.8598305,99999,E21,Overtoomse Sluis
52.34695_4.94993,52.3597385_4.8598305,99999,E21,Overtoomse Sluis
52.306709_4.964399,52.3597385_4.8598305,99999,E21,Overtoomse Sluis
52.391106_4.916855,52.3597385_4.8598305,99999,E21,Overtoomse Sluis
52.385283_4.963883,52.3597385_4.8598305,99999,E21,Overtoomse Sluis
52.368785_4.926183,52.3597385_4.8598305,99999,E21,Overtoomse Sluis
52.378145_4.792047,52.3597385_4.8598305,99999,E21,Overtoomse Sluis
52.343193_4.850315,52.3597385_4.8598305,444,E21,Overtoomse Sluis
52.340692_4.917866,52.3597385_4.8598305,99999,E21,Overtoomse Sluis
52.353057_4.817727,52.3597385_4.8598305,436,E21,Overtoomse Sluis
52.346941_4.926532,52.3597385_4.8598305,99999,E21,Overtoomse Sluis
52.362706_4.844943,52.3597385_4.8598305,285,E21,Overtoomse Sluis
52.372161_4.934287,52.3597385_4.8598305,99999,E21,Overtoomse Sluis
52.353412_4.894705,52.3597385_4.8598305,404,E21,Overtoomse Sluis
52.389867_4.953788,52.3597385_4.8598305,99999,E21,Overtoomse Sluis
52.339242_4.818469,52.3597385_4.8598305,99999,E21,Overtoomse Sluis
52.360758_4.816634,52.3597385_4.8598305,435,E21,Overtoomse Sluis
52.353159_4.800874,52.3597385_4.8598305,99999,E21,Overtoomse Sluis
52.35059_5.003941,52.3597385_4.8598305,99999,E21,Overtoomse Sluis
52.354702_4.85755,52.3597385_4.8598305,171,E21,Overtoomse Sluis
52.367799_4.909432,52.3597385_4.8598305,591,E21,Overtoomse Sluis
52.415937_4.875358,52.3597385_4.8598305,99999,E21,Overtoomse Sluis
52.36326_4.844275,52.3597385_4.8598305,284,E21,Overtoomse Sluis
52.3624_4.8977,52.3597385_4.8598305,485,E21,Overtoomse Sluis
52.3687_4.8772,52.3597385_4.8598305,269,E21,Overtoomse Sluis
52.366_4.9165,52.3597385_4.8598305,99999,E21,Overtoomse Sluis
52.3999_4.9354,52.3597385_4.8598305,99999,E21,Overtoomse Sluis
52.3668_4.8913,52.3597385_4.8598305,507,E21,Overtoomse Sluis
52.3731_4.8926,52.3597385_4.8598305,452,E21,Overtoomse Sluis
52.3713_4.87531,52.3597385_4.8598305,320,E21,Overtoomse Sluis
52.3594_4.8977,52.3597385_4.8598305,396,E21,Overtoomse Sluis
52.3849549_4.881195,52.3597385_4.8598305,438,E21,Overtoomse Sluis
52.3794976_4.8919539,52.3597385_4.8598305,537,E21,Overtoomse Sluis
52.366831866_4.886996452,52.3597385_4.8598305,371,E21,Overtoomse Sluis
52.37551_4.88661,52.3597385_4.8598305,511,E21,Overtoomse Sluis
52.3631_4.8808,52.3597385_4.8598305,225,E21,Overtoomse Sluis
52.3637_4.8822,52.3597385_4.8598305,244,E21,Overtoomse Sluis
52.380101_4.8825396,52.3597385_4.8598305,490,E21,Overtoomse Sluis
52.3628595_4.8833056,52.3597385_4.8598305,267,E21,Overtoomse Sluis
52.3891743_4.8308528,52.3597385_4.8598305,99999,E21,Overtoomse Sluis
52.366831866_4.889329776,52.3597385_4.8598305,538,E21,Overtoomse Sluis
52.3792_4.8866,52.3597385_4.8598305,482,E21,Overtoomse Sluis
52.371165182_4.891996432,52.3597385_4.8598305,518,E21,Overtoomse Sluis
52.366338_4.88034,52.3597385_4.8598305,303,E21,Overtoomse Sluis
52.36599_4.89594,52.3597385_4.8598305,515,E21,Overtoomse Sluis
52.3688_4.8895,52.3597385_4.8598305,499,E21,Overtoomse Sluis
52.377142358729_4.883511152465,52.3597385_4.8598305,471,E21,Overtoomse Sluis
52.40204_4.89471,52.3597385_4.8598305,99999,E21,Overtoomse Sluis
52.3612_4.908,52.3597385_4.8598305,428,E21,Overtoomse Sluis
52.3740734_4.8840706,52.3597385_4.8598305,371,E21,Overtoomse Sluis
52.334105_4.893702,52.361583_4.873396,664,E22,Vondelbuurt
52.395654_4.944886,52.361583_4.873396,99999,E22,Vondelbuurt
52.340804_4.881667,52.361583_4.873396,401,E22,Vondelbuurt
52.3373954_4.9180886,52.361583_4.873396,99999,E22,Vondelbuurt
52.328393_4.957531,52.361583_4.873396,99999,E22,Vondelbuurt
52.403142_4.906788,52.361583_4.873396,99999,E22,Vondelbuurt
52.4059_4.941451,52.361583_4.873396,99999,E22,Vondelbuurt
52.352356_4.991526,52.361583_4.873396,99999,E22,Vondelbuurt
52.380601_4.808558,52.361583_4.873396,99999,E22,Vondelbuurt
52.373553_4.852268,52.361583_4.873396,100000,E22,Vondelbuurt
52.363338_4.953024,52.361583_4.873396,99999,E22,Vondelbuurt
52.370423_4.932634,52.361583_4.873396,99999,E22,Vondelbuurt
52.307704_5.002509,52.361583_4.873396,99999,E22,Vondelbuurt
52.378434_4.830374,52.361583_4.873396,577,E22,Vondelbuurt
52.3282_4.882657,52.361583_4.873396,99999,E22,Vondelbuurt
52.346118_4.922209,52.361583_4.873396,99999,E22,Vondelbuurt
52.349677_4.810143,52.361583_4.873396,99999,E22,Vondelbuurt
52.36465_4.762661,52.361583_4.873396,99999,E22,Vondelbuurt
52.339341_4.908426,52.361583_4.873396,540,E22,Vondelbuurt
52.34695_4.94993,52.361583_4.873396,99999,E22,Vondelbuurt
52.306709_4.964399,52.361583_4.873396,99999,E22,Vondelbuurt
52.391106_4.916855,52.361583_4.873396,99999,E22,Vondelbuurt
52.385283_4.963883,52.361583_4.873396,99999,E22,Vondelbuurt
52.368785_4.926183,52.361583_4.873396,99999,E22,Vondelbuurt
52.378145_4.792047,52.361583_4.873396,99999,E22,Vondelbuurt
52.343193_4.850315,52.361583_4.873396,504,E22,Vondelbuurt
52.340692_4.917866,52.361583_4.873396,99999,E22,Vondelbuurt
52.353057_4.817727,52.361583_4.873396,99999,E22,Vondelbuurt
52.346941_4.926532,52.361583_4.873396,99999,E22,Vondelbuurt
52.362706_4.844943,52.361583_4.873396,328,E22,Vondelbuurt
52.372161_4.934287,52.361583_4.873396,99999,E22,Vondelbuurt
52.353412_4.894705,52.361583_4.873396,244,E22,Vondelbuurt
52.389867_4.953788,52.361583_4.873396,99999,E22,Vondelbuurt
52.339242_4.818469,52.361583_4.873396,99999,E22,Vondelbuurt
52.360758_4.816634,52.361583_4.873396,99999,E22,Vondelbuurt
52.353159_4.800874,52.361583_4.873396,99999,E22,Vondelbuurt
52.35059_5.003941,52.361583_4.873396,99999,E22,Vondelbuurt
52.354702_4.85755,52.361583_4.873396,231,E22,Vondelbuurt
52.367799_4.909432,52.361583_4.873396,454,E22,Vondelbuurt
52.415937_4.875358,52.361583_4.873396,99999,E22,Vondelbuurt
52.36326_4.844275,52.361583_4.873396,328,E22,Vondelbuurt
52.3624_4.8977,52.361583_4.873396,348,E22,Vondelbuurt
52.3687_4.8772,52.361583_4.873396,133,E22,Vondelbuurt
52.366_4.9165,52.361583_4.873396,511,E22,Vondelbuurt
52.3999_4.9354,52.361583_4.873396,99999,E22,Vondelbuurt
52.3668_4.8913,52.361583_4.873396,371,E22,Vondelbuurt
52.3731_4.8926,52.361583_4.873396,315,E22,Vondelbuurt
52.3713_4.87531,52.361583_4.873396,184,E22,Vondelbuurt
52.3594_4.8977,52.361583_4.873396,260,E22,Vondelbuurt
52.3849549_4.881195,52.361583_4.873396,301,E22,Vondelbuurt
52.3794976_4.8919539,52.361583_4.873396,401,E22,Vondelbuurt
52.366831866_4.886996452,52.361583_4.873396,234,E22,Vondelbuurt
52.37551_4.88661,52.361583_4.873396,374,E22,Vondelbuurt
52.3631_4.8808,52.361583_4.873396,88,E22,Vondelbuurt
52.3637_4.8822,52.361583_4.873396,108,E22,Vondelbuurt
52.380101_4.8825396,52.361583_4.873396,354,E22,Vondelbuurt
52.3628595_4.8833056,52.361583_4.873396,131,E22,Vondelbuurt
52.3891743_4.8308528,52.361583_4.873396,99999,E22,Vondelbuurt
52.366831866_4.889329776,52.361583_4.873396,401,E22,Vondelbuurt
52.3792_4.8866,52.361583_4.873396,345,E22,Vondelbuurt
52.371165182_4.891996432,52.361583_4.873396,382,E22,Vondelbuurt
52.366338_4.88034,52.361583_4.873396,166,E22,Vondelbuurt
52.36599_4.89594,52.361583_4.873396,379,E22,Vondelbuurt
52.3688_4.8895,52.361583_4.873396,363,E22,Vondelbuurt
52.377142358729_4.883511152465,52.361583_4.873396,335,E22,Vondelbuurt
52.40204_4.89471,52.361583_4.873396,99999,E22,Vondelbuurt
52.3612_4.908,52.361583_4.873396,292,E22,Vondelbuurt
52.3740734_4.8840706,52.361583_4.873396,234,E22,Vondelbuurt
52.334105_4.893702,52.390316_4.8545395,99999,E36,Sloterdijk
52.395654_4.944886,52.390316_4.8545395,99999,E36,Sloterdijk
52.340804_4.881667,52.390316_4.8545395,99999,E36,Sloterdijk
52.3373954_4.9180886,52.390316_4.8545395,99999,E36,Sloterdijk
52.328393_4.957531,52.390316_4.8545395,99999,E36,Sloterdijk
52.403142_4.906788,52.390316_4.8545395,99999,E36,Sloterdijk
52.4059_4.941451,52.390316_4.8545395,99999,E36,Sloterdijk
52.352356_4.991526,52.390316_4.8545395,99999,E36,Sloterdijk
52.380601_4.808558,52.390316_4.8545395,408,E36,Sloterdijk
52.373553_4.852268,52.390316_4.8545395,100000,E36,Sloterdijk
52.363338_4.953024,52.390316_4.8545395,99999,E36,Sloterdijk
52.370423_4.932634,52.390316_4.8545395,99999,E36,Sloterdijk
52.307704_5.002509,52.390316_4.8545395,99999,E36,Sloterdijk
52.378434_4.830374,52.390316_4.8545395,355,E36,Sloterdijk
52.3282_4.882657,52.390316_4.8545395,99999,E36,Sloterdijk
52.346118_4.922209,52.390316_4.8545395,99999,E36,Sloterdijk
52.349677_4.810143,52.390316_4.8545395,99999,E36,Sloterdijk
52.36465_4.762661,52.390316_4.8545395,99999,E36,Sloterdijk
52.339341_4.908426,52.390316_4.8545395,99999,E36,Sloterdijk
52.34695_4.94993,52.390316_4.8545395,99999,E36,Sloterdijk
52.306709_4.964399,52.390316_4.8545395,99999,E36,Sloterdijk
52.391106_4.916855,52.390316_4.8545395,99999,E36,Sloterdijk
