origin_coords,demand_coords,travel_time,wijkcode,wijknaam
52.39622675_4.95481232,52.390316_4.8545395,99999,E36,Sloterdijk
52.30187026_4.88177715,52.379876_4.854254,99999,E37,Landlust
52.30742444_4.97326246,52.379876_4.854254,99999,E37,Landlust
52.34122656_4.96464743,52.379876_4.854254,99999,E37,Landlust
52.35790106_4.8859532,52.379876_4.854254,465,E37,Landlust
52.30697114_5.01931383,52.379876_4.854254,99999,E37,Landlust
52.33239698_4.94041243,52.379876_4.854254,99999,E37,Landlust
52.37256242_4.87565532,52.379876_4.854254,278,E37,Landlust
52.40643251_4.88930498,52.379876_4.854254,99999,E37,Landlust
52.37010431_4.90925773,52.379876_4.854254,99999,E37,Landlust
52.36636082_4.80218278,52.379876_4.854254,99999,E37,Landlust
52.34879041_4.84370537,52.379876_4.854254,99999,E37,Landlust
52.38459839_4.86331622,52.379876_4.854254,131,E37,Landlust
52.36045023_4.92916923,52.379876_4.854254,99999,E37,Landlust
52.348825_4.9148372,52.379876_4.854254,99999,E37,Landlust
52.39622675_4.95481232,52.379876_4.854254,99999,E37,Landlust
52.30187026_4.88177715,52.376243_4.8511805,99999,E38,Erasmuspark
52.30742444_4.97326246,52.376243_4.8511805,99999,E38,Erasmuspark
52.34122656_4.96464743,52.376243_4.8511805,99999,E38,Erasmuspark
52.35790106_4.8859532,52.376243_4.8511805,533,E38,Erasmuspark
52.30697114_5.01931383,52.376243_4.8511805,99999,E38,Erasmuspark
52.33239698_4.94041243,52.376243_4.8511805,99999,E38,Erasmuspark
52.37256242_4.87565532,52.376243_4.8511805,345,E38,Erasmuspark
52.40643251_4.88930498,52.376243_4.8511805,99999,E38,Erasmuspark
52.37010431_4.90925773,52.376243_4.8511805,99999,E38,Erasmuspark
52.36636082_4.80218278,52.376243_4.8511805,99999,E38,Erasmuspark
52.34879041_4.84370537,52.376243_4.8511805,483,E38,Erasmuspark
52.38459839_4.86331622,52.376243_4.8511805,211,E38,Erasmuspark
52.36045023_4.92916923,52.376243_4.8511805,99999,E38,Erasmuspark
52.348825_4.9148372,52.376243_4.8511805,99999,E38,Erasmuspark
52.39622675_4.95481232,52.376243_4.8511805,99999,E38,Erasmuspark
52.30187026_4.88177715,52.3786475_4.8413775,99999,E39,De Kolenkit
52.30742444_4.97326246,52.3786475_4.8413775,99999,E39,De Kolenkit
52.34122656_4.96464743,52.3786475_4.8413775,99999,E39,De Kolenkit
52.35790106_4.8859532,52.3786475_4.8413775,99999,E39,De Kolenkit
52.30697114_5.01931383,52.3786475_4.8413775,99999,E39,De Kolenkit
52.33239698_4.94041243,52.3786475_4.8413775,99999,E39,De Kolenkit
52.37256242_4.87565532,52.3786475_4.8413775,325,E39,De Kolenkit
52.40643251_4.88930498,52.3786475_4.8413775,99999,E39,De Kolenkit
52.37010431_4.90925773,52.3786475_4.8413775,99999,E39,De Kolenkit
52.36636082_4.80218278,52.3786475_4.8413775,410,E39,De Kolenkit
52.34879041_4.84370537,52.3786475_4.8413775,420,E39,De Kolenkit
52.38459839_4.86331622,52.3786475_4.8413775,190,E39,De Kolenkit
52.36045023_4.92916923,52.3786475_4.8413775,99999,E39,De Kolenkit
52.348825_4.9148372,52.3786475_4.8413775,99999,E39,De Kolenkit
52.39622675_4.95481232,52.3786475_4.8413775,99999,E39,De Kolenkit
52.30187026_4.88177715,52.372776_4.861403,99999,E40,Geuzenbuurt
52.30742444_4.97326246,52.372776_4.861403,99999,E40,Geuzenbuurt
52.34122656_4.96464743,52.372776_4.861403,99999,E40,Geuzenbuurt
52.35790106_4.8859532,52.372776_4.861403,339,E40,Geuzenbuurt
52.30697114_5.01931383,52.372776_4.861403,99999,E40,Geuzenbuurt
52.33239698_4.94041243,52.372776_4.861403,99999,E40,Geuzenbuurt
52.37256242_4.87565532,52.372776_4.861403,155,E40,Geuzenbuurt
52.40643251_4.88930498,52.372776_4.861403,99999,E40,Geuzenbuurt
52.37010431_4.90925773,52.372776_4.861403,536,E40,Geuzenbuurt
52.36636082_4.80218278,52.372776_4.861403,99999,E40,Geuzenbuurt
52.34879041_4.84370537,52.372776_4.861403,496,E40,Geuzenbuurt
52.38459839_4.86331622,52.372776_4.861403,280,E40,Geuzenbuurt
52.36045023_4.92916923,52.372776_4.861403,99999,E40,Geuzenbuurt
52.348825_4.9148372,52.372776_4.861403,99999,E40,Geuzenbuurt
52.39622675_4.95481232,52.372776_4.861403,99999,E40,Geuzenbuurt
52.30187026_4.88177715,52.371973_4.84956,99999,E41,Van Galenbuurt
52.30742444_4.97326246,52.371973_4.84956,99999,E41,Van Galenbuurt
52.34122656_4.96464743,52.371973_4.84956,99999,E41,Van Galenbuurt
52.35790106_4.8859532,52.371973_4.84956,407,E41,Van Galenbuurt
52.30697114_5.01931383,52.371973_4.84956,99999,E41,Van Galenbuurt
52.33239698_4.94041243,52.371973_4.84956,99999,E41,Van Galenbuurt
52.37256242_4.87565532,52.371973_4.84956,223,E41,Van Galenbuurt
52.40643251_4.88930498,52.371973_4.84956,99999,E41,Van Galenbuurt
52.37010431_4.90925773,52.371973_4.84956,99999,E41,Van Galenbuurt
52.36636082_4.80218278,52.371973_4.84956,428,E41,Van Galenbuurt
52.34879041_4.84370537,52.371973_4.84956,392,E41,Van Galenbuurt
52.38459839_4.86331622,52.371973_4.84956,302,E41,Van Galenbuurt
52.36045023_4.92916923,52.371973_4.84956,99999,E41,Van Galenbuurt
52.348825_4.9148372,52.371973_4.84956,99999,E41,Van Galenbuurt
52.39622675_4.95481232,52.371973_4.84956,99999,E41,Van Galenbuurt
52.30187026_4.88177715,52.367247_4.8533065,99999,E42,Hoofdweg e.o.
52.30742444_4.97326246,52.367247_4.8533065,99999,E42,Hoofdweg e.o.
52.34122656_4.96464743,52.367247_4.8533065,99999,E42,Hoofdweg e.o.
52.35790106_4.8859532,52.367247_4.8533065,427,E42,Hoofdweg e.o.
52.30697114_5.01931383,52.367247_4.8533065,99999,E42,Hoofdweg e.o.
52.33239698_4.94041243,52.367247_4.8533065,99999,E42,Hoofdweg e.o.
52.37256242_4.87565532,52.367247_4.8533065,277,E42,Hoofdweg e.o.
52.40643251_4.88930498,52.367247_4.8533065,99999,E42,Hoofdweg e.o.
52.37010431_4.90925773,52.367247_4.8533065,99999,E42,Hoofdweg e.o.
52.36636082_4.80218278,52.367247_4.8533065,524,E42,Hoofdweg e.o.
52.34879041_4.84370537,52.367247_4.8533065,378,E42,Hoofdweg e.o.
52.38459839_4.86331622,52.367247_4.8533065,398,E42,Hoofdweg e.o.
52.36045023_4.92916923,52.367247_4.8533065,99999,E42,Hoofdweg e.o.
52.348825_4.9148372,52.367247_4.8533065,99999,E42,Hoofdweg e.o.
52.39622675_4.95481232,52.367247_4.8533065,99999,E42,Hoofdweg e.o.
52.30187026_4.88177715,52.361007_4.8540625,99999,E43,Westindische Buurt
52.30742444_4.97326246,52.361007_4.8540625,99999,E43,Westindische Buurt
52.34122656_4.96464743,52.361007_4.8540625,99999,E43,Westindische Buurt
52.35790106_4.8859532,52.361007_4.8540625,336,E43,Westindische Buurt
52.30697114_5.01931383,52.361007_4.8540625,99999,E43,Westindische Buurt
52.33239698_4.94041243,52.361007_4.8540625,99999,E43,Westindische Buurt
52.37256242_4.87565532,52.361007_4.8540625,319,E43,Westindische Buurt
52.40643251_4.88930498,52.361007_4.8540625,99999,E43,Westindische Buurt
52.37010431_4.90925773,52.361007_4.8540625,99999,E43,Westindische Buurt
52.36636082_4.80218278,52.361007_4.8540625,99999,E43,Westindische Buurt
52.34879041_4.84370537,52.361007_4.8540625,275,E43,Westindische Buurt
52.38459839_4.86331622,52.361007_4.8540625,403,E43,Westindische Buurt
52.36045023_4.92916923,52.361007_4.8540625,99999,E43,Westindische Buurt
52.348825_4.9148372,52.361007_4.8540625,99999,E43,Westindische Buurt
52.39622675_4.95481232,52.361007_4.8540625,99999,E43,Westindische Buurt
52.30187026_4.88177715,52.367594_4.8607925,99999,E75,Chassébuurt
52.30742444_4.97326246,52.367594_4.8607925,99999,E75,Chassébuurt
52.34122656_4.96464743,52.367594_4.8607925,99999,E75,Chassébuurt
52.35790106_4.8859532,52.367594_4.8607925,364,E75,Chassébuurt
52.30697114_5.01931383,52.367594_4.8607925,99999,E75,Chassébuurt
52.33239698_4.94041243,52.367594_4.8607925,99999,E75,Chassébuurt
52.37256242_4.87565532,52.367594_4.8607925,255,E75,Chassébuurt
52.40643251_4.88930498,52.367594_4.8607925,99999,E75,Chassébuurt
52.37010431_4.90925773,52.367594_4.8607925,605,E75,Chassébuurt
52.36636082_4.80218278,52.367594_4.8607925,99999,E75,Chassébuurt
52.34879041_4.84370537,52.367594_4.8607925,409,E75,Chassébuurt
52.38459839_4.86331622,52.367594_4.8607925,436,E75,Chassébuurt
52.36045023_4.92916923,52.367594_4.8607925,99999,E75,Chassébuurt
52.348825_4.9148372,52.367594_4.8607925,99999,E75,Chassébuurt
52.39622675_4.95481232,52.367594_4.8607925,99999,E75,Chassébuurt
52.30187026_4.88177715,52.392202_4.8011515,99999,F11,Bedrijventerrein Sloterdijk
52.30742444_4.97326246,52.392202_4.8011515,99999,F11,Bedrijventerrein Sloterdijk
52.34122656_4.96464743,52.392202_4.8011515,99999,F11,Bedrijventerrein Sloterdijk
52.35790106_4.8859532,52.392202_4.8011515,99999,F11,Bedrijventerrein Sloterdijk
52.30697114_5.01931383,52.392202_4.8011515,99999,F11,Bedrijventerrein Sloterdijk
52.33239698_4.94041243,52.392202_4.8011515,99999,F11,Bedrijventerrein Sloterdijk
52.37256242_4.87565532,52.392202_4.8011515,99999,F11,Bedrijventerrein Sloterdijk
52.40643251_4.88930498,52.392202_4.8011515,99999,F11,Bedrijventerrein Sloterdijk
52.37010431_4.90925773,52.392202_4.8011515,99999,F11,Bedrijventerrein Sloterdijk
52.36636082_4.80218278,52.392202_4.8011515,456,F11,Bedrijventerrein Sloterdijk
52.34879041_4.84370537,52.392202_4.8011515,99999,F11,Bedrijventerrein Sloterdijk
52.38459839_4.86331622,52.392202_4.8011515,99999,F11,Bedrijventerrein Sloterdijk
52.36045023_4.92916923,52.392202_4.8011515,99999,F11,Bedrijventerrein Sloterdijk
52.348825_4.9148372,52.392202_4.8011515,99999,F11,Bedrijventerrein Sloterdijk
52.39622675_4.95481232,52.392202_4.8011515,99999,F11,Bedrijventerrein Sloterdijk
52.30187026_4.88177715,52.3806855_4.8290985,99999,F76,Slotermeer-Noordoost
52.30742444_4.97326246,52.3806855_4.8290985,99999,F76,Slotermeer-Noordoost
52.34122656_4.96464743,52.3806855_4.8290985,99999,F76,Slotermeer-Noordoost
52.35790106_4.8859532,52.3806855_4.8290985,99999,F76,Slotermeer-Noordoost
52.30697114_5.01931383,52.3806855_4.8290985,99999,F76,Slotermeer-Noordoost
52.33239698_4.94041243,52.3806855_4.8290985,99999,F76,Slotermeer-Noordoost
52.37256242_4.87565532,52.3806855_4.8290985,463,F76,Slotermeer-Noordoost
52.40643251_4.88930498,52.3806855_4.8290985,99999,F76,Slotermeer-Noordoost
52.37010431_4.90925773,52.3806855_4.8290985,99999,F76,Slotermeer-Noordoost
52.36636082_4.80218278,52.3806855_4.8290985,331,F76,Slotermeer-Noordoost
52.34879041_4.84370537,52.3806855_4.8290985,99999,F76,Slotermeer-Noordoost
52.38459839_4.86331622,52.3806855_4.8290985,328,F76,Slotermeer-Noordoost
52.36045023_4.92916923,52.3806855_4.8290985,99999,F76,Slotermeer-Noordoost
52.348825_4.9148372,52.3806855_4.8290985,99999,F76,Slotermeer-Noordoost
52.39622675_4.95481232,52.3806855_4.8290985,99999,F76,Slotermeer-Noordoost
52.30187026_4.88177715,52.3722285_4.820903,99999,F77,Slotermeer-Zuidwest
52.30742444_4.97326246,52.3722285_4.820903,99999,F77,Slotermeer-Zuidwest
52.34122656_4.96464743,52.3722285_4.820903,99999,F77,Slotermeer-Zuidwest
52.35790106_4.8859532,52.3722285_4.820903,99999,F77,Slotermeer-Zuidwest
52.30697114_5.01931383,52.3722285_4.820903,99999,F77,Slotermeer-Zuidwest
52.33239698_4.94041243,52.3722285_4.820903,99999,F77,Slotermeer-Zuidwest
52.37256242_4.87565532,52.3722285_4.820903,99999,F77,Slotermeer-Zuidwest
52.40643251_4.88930498,52.3722285_4.820903,99999,F77,Slotermeer-Zuidwest
52.37010431_4.90925773,52.3722285_4.820903,99999,F77,Slotermeer-Zuidwest
52.36636082_4.80218278,52.3722285_4.820903,189,F77,Slotermeer-Zuidwest
52.34879041_4.84370537,52.3722285_4.820903,548,F77,Slotermeer-Zuidwest
52.38459839_4.86331622,52.3722285_4.820903,421,F77,Slotermeer-Zuidwest
52.36045023_4.92916923,52.3722285_4.820903,99999,F77,Slotermeer-Zuidwest
52.348825_4.9148372,52.3722285_4.820903,99999,F77,Slotermeer-Zuidwest
52.39622675_4.95481232,52.3722285_4.820903,99999,F77,Slotermeer-Zuidwest
52.30187026_4.88177715,52.3785475_4.801818,99999,F78,Geuzenveld
52.30742444_4.97326246,52.3785475_4.801818,99999,F78,Geuzenveld
52.34122656_4.96464743,52.3785475_4.801818,99999,F78,Geuzenveld
52.35790106_4.8859532,52.3785475_4.801818,99999,F78,Geuzenveld
52.30697114_5.01931383,52.3785475_4.801818,99999,F78,Geuzenveld
52.33239698_4.94041243,52.3785475_4.801818,99999,F78,Geuzenveld
52.37256242_4.87565532,52.3785475_4.801818,99999,F78,Geuzenveld
52.40643251_4.88930498,52.3785475_4.801818,99999,F78,Geuzenveld
52.37010431_4.90925773,52.3785475_4.801818,99999,F78,Geuzenveld
52.36636082_4.80218278,52.3785475_4.801818,232,F78,Geuzenveld
52.34879041_4.84370537,52.3785475_4.801818,99999,F78,Geuzenveld
52.38459839_4.86331622,52.3785475_4.801818,99999,F78,Geuzenveld
52.36045023_4.92916923,52.3785475_4.801818,99999,F78,Geuzenveld
52.348825_4.9148372,52.3785475_4.801818,99999,F78,Geuzenveld
52.39622675_4.95481232,52.3785475_4.801818,99999,F78,Geuzenveld
52.30187026_4.88177715,52.36634_4.781191,99999,F80,Lutkemeer/Ookmeer
52.30742444_4.97326246,52.36634_4.781191,99999,F80,Lutkemeer/Ookmeer
52.34122656_4.96464743,52.36634_4.781191,99999,F80,Lutkemeer/Ookmeer
52.35790106_4.8859532,52.36634_4.781191,99999,F80,Lutkemeer/Ookmeer
52.30697114_5.01931383,52.36634_4.781191,99999,F80,Lutkemeer/Ookmeer
52.33239698_4.94041243,52.36634_4.781191,99999,F80,Lutkemeer/Ookmeer
52.37256242_4.87565532,52.36634_4.781191,99999,F80,Lutkemeer/Ookmeer
52.40643251_4.88930498,52.36634_4.781191,99999,F80,Lutkemeer/Ookmeer
52.37010431_4.90925773,52.36634_4.781191,99999,F80,Lutkemeer/Ookmeer
52.36636082_4.80218278,52.36634_4.781191,207,F80,Lutkemeer/Ookmeer
52.34879041_4.84370537,52.36634_4.781191,99999,F80,Lutkemeer/Ookmeer
52.38459839_4.86331622,52.36634_4.781191,99999,F80,Lutkemeer/Ookmeer
52.36045023_4.92916923,52.36634_4.781191,99999,F80,Lutkemeer/Ookmeer
52.348825_4.9148372,52.36634_4.781191,99999,F80,Lutkemeer/Ookmeer
52.39622675_4.95481232,52.36634_4.781191,99999,F80,Lutkemeer/Ookmeer
52.30187026_4.88177715,52.3584475_4.8078815,99999,F81,Osdorp-Oost
52.30742444_4.97326246,52.3584475_4.8078815,99999,F81,Osdorp-Oost
52.34122656_4.96464743,52.3584475_4.8078815,99999,F81,Osdorp-Oost
52.35790106_4.8859532,52.3584475_4.8078815,99999,F81,Osdorp-Oost
52.30697114_5.01931383,52.3584475_4.8078815,99999,F81,Osdorp-Oost
52.33239698_4.94041243,52.3584475_4.8078815,99999,F81,Osdorp-Oost
52.37256242_4.87565532,52.3584475_4.8078815,99999,F81,Osdorp-Oost
52.40643251_4.88930498,52.3584475_4.8078815,99999,F81,Osdorp-Oost
52.37010431_4.90925773,52.3584475_4.8078815,99999,F81,Osdorp-Oost
52.36636082_4.80218278,52.3584475_4.8078815,122,F81,Osdorp-Oost
52.34879041_4.84370537,52.3584475_4.8078815,400,F81,Osdorp-Oost
52.38459839_4.86331622,52.3584475_4.8078815,99999,F81,Osdorp-Oost
52.36045023_4.92916923,52.3584475_4.8078815,99999,F81,Osdorp-Oost
52.348825_4.9148372,52.3584475_4.8078815,99999,F81,Osdorp-Oost
52.39622675_4.95481232,52.3584475_4.8078815,99999,F81,Osdorp-Oost
52.30187026_4.88177715,52.3648655_4.823301,99999,F85,Slotervaart Noord
52.30742444_4.97326246,52.3648655_4.823301,99999,F85,Slotervaart Noord
52.34122656_4.96464743,52.3648655_4.823301,99999,F85,Slotervaart Noord
52.35790106_4.8859532,52.3648655_4.823301,99999,F85,Slotervaart Noord
52.30697114_5.01931383,52.3648655_4.823301,99999,F85,Slotervaart Noord
52.33239698_4.94041243,52.3648655_4.823301,99999,F85,Slotervaart Noord
52.37256242_4.87565532,52.3648655_4.823301,99999,F85,Slotervaart Noord
52.40643251_4.88930498,52.3648655_4.823301,99999,F85,Slotervaart Noord
52.37010431_4.90925773,52.3648655_4.823301,99999,F85,Slotervaart Noord
52.36636082_4.80218278,52.3648655_4.823301,363,F85,Slotervaart Noord
52.34879041_4.84370537,52.3648655_4.823301,355,F85,Slotervaart Noord
52.38459839_4.86331622,52.3648655_4.823301,453,F85,Slotervaart Noord
52.36045023_4.92916923,52.3648655_4.823301,99999,F85,Slotervaart Noord
52.348825_4.9148372,52.3648655_4.823301,99999,F85,Slotervaart Noord
52.39622675_4.95481232,52.3648655_4.823301,99999,F85,Slotervaart Noord
52.30187026_4.88177715,52.3655225_4.842175,99999,F86,Overtoomse Veld
52.30742444_4.97326246,52.3655225_4.842175,99999,F86,Overtoomse Veld
52.34122656_4.96464743,52.3655225_4.842175,99999,F86,Overtoomse Veld
52.35790106_4.8859532,52.3655225_4.842175,484,F86,Overtoomse Veld
52.30697114_5.01931383,52.3655225_4.842175,99999,F86,Overtoomse Veld
52.33239698_4.94041243,52.3655225_4.842175,99999,F86,Overtoomse Veld
52.37256242_4.87565532,52.3655225_4.842175,297,F86,Overtoomse Veld
52.40643251_4.88930498,52.3655225_4.842175,99999,F86,Overtoomse Veld
52.37010431_4.90925773,52.3655225_4.842175,99999,F86,Overtoomse Veld
52.36636082_4.80218278,52.3655225_4.842175,360,F86,Overtoomse Veld
52.34879041_4.84370537,52.3655225_4.842175,364,F86,Overtoomse Veld
52.38459839_4.86331622,52.3655225_4.842175,218,F86,Overtoomse Veld
52.36045023_4.92916923,52.3655225_4.842175,99999,F86,Overtoomse Veld
52.348825_4.9148372,52.3655225_4.842175,99999,F86,Overtoomse Veld
52.39622675_4.95481232,52.3655225_4.842175,99999,F86,Overtoomse Veld
52.30187026_4.88177715,52.347788_4.841511,99999,F87,Westlandgracht
52.30742444_4.97326246,52.347788_4.841511,99999,F87,Westlandgracht
52.34122656_4.96464743,52.347788_4.841511,99999,F87,Westlandgracht
52.35790106_4.8859532,52.347788_4.841511,450,F87,Westlandgracht
52.30697114_5.01931383,52.347788_4.841511,99999,F87,Westlandgracht
52.33239698_4.94041243,52.347788_4.841511,99999,F87,Westlandgracht
52.37256242_4.87565532,52.347788_4.841511,99999,F87,Westlandgracht
52.40643251_4.88930498,52.347788_4.841511,99999,F87,Westlandgracht
52.37010431_4.90925773,52.347788_4.841511,99999,F87,Westlandgracht
52.36636082_4.80218278,52.347788_4.841511,396,F87,Westlandgracht
52.34879041_4.84370537,52.347788_4.841511,170,F87,Westlandgracht
52.38459839_4.86331622,52.347788_4.841511,99999,F87,Westlandgracht
52.36045023_4.92916923,52.347788_4.841511,99999,F87,Westlandgracht
52.348825_4.9148372,52.347788_4.841511,99999,F87,Westlandgracht
52.39622675_4.95481232,52.347788_4.841511,99999,F87,Westlandgracht
52.30187026_4.88177715,52.3393375_4.8191235,99999,F88,Sloter-/Riekerpolder
52.30742444_4.97326246,52.3393375_4.8191235,99999,F88,Sloter-/Riekerpolder
52.34122656_4.96464743,52.3393375_4.8191235,99999,F88,Sloter-/Riekerpolder
52.35790106_4.8859532,52.3393375_4.8191235,99999,F88,Sloter-/Riekerpolder
52.30697114_5.01931383,52.3393375_4.8191235,99999,F88,Sloter-/Riekerpolder
52.33239698_4.94041243,52.3393375_4.8191235,99999,F88,Sloter-/Riekerpolder
52.37256242_4.87565532,52.3393375_4.8191235,99999,F88,Sloter-/Riekerpolder
52.40643251_4.88930498,52.3393375_4.8191235,99999,F88,Sloter-/Riekerpolder
52.37010431_4.90925773,52.3393375_4.8191235,99999,F88,Sloter-/Riekerpolder
52.36636082_4.80218278,52.3393375_4.8191235,465,F88,Sloter-/Riekerpolder
52.34879041_4.84370537,52.3393375_4.8191235,278,F88,Sloter-/Riekerpolder
52.38459839_4.86331622,52.3393375_4.8191235,99999,F88,Sloter-/Riekerpolder
52.36045023_4.92916923,52.3393375_4.8191235,99999,F88,Sloter-/Riekerpolder
52.348825_4.9148372,52.3393375_4.8191235,99999,F88,Sloter-/Riekerpolder
52.39622675_4.95481232,52.3393375_4.8191235,99999,F88,Sloter-/Riekerpolder
52.30187026_4.88177715,52.3512645_4.82624,99999,F89,Slotervaart Zuid
52.30742444_4.97326246,52.3512645_4.82624,99999,F89,Slotervaart Zuid
52.34122656_4.96464743,52.3512645_4.82624,99999,F89,Slotervaart Zuid
52.35790106_4.8859532,52.3512645_4.82624,99999,F89,Slotervaart Zuid
52.30697114_5.01931383,52.3512645_4.82624,99999,F89,Slotervaart Zuid
52.33239698_4.94041243,52.3512645_4.82624,99999,F89,Slotervaart Zuid
52.37256242_4.87565532,52.3512645_4.82624,99999,F89,Slotervaart Zuid
52.40643251_4.88930498,52.3512645_4.82624,99999,F89,Slotervaart Zuid
52.37010431_4.90925773,52.3512645_4.82624,99999,F89,Slotervaart Zuid
52.36636082_4.80218278,52.3512645_4.82624,322,F89,Slotervaart Zuid
52.34879041_4.84370537,52.3512645_4.82624,196,F89,Slotervaart Zuid
52.38459839_4.86331622,52.3512645_4.82624,99999,F89,Slotervaart Zuid
52.36045023_4.92916923,52.3512645_4.82624,99999,F89,Slotervaart Zuid
52.348825_4.9148372,52.3512645_4.82624,99999,F89,Slotervaart Zuid
52.39622675_4.95481232,52.3512645_4.82624,99999,F89,Slotervaart Zuid
52.30187026_4.88177715,52.338292_4.874758,99999,K23,Zuidas
52.30742444_4.97326246,52.338292_4.874758,99999,K23,Zuidas
52.34122656_4.96464743,52.338292_4.874758,99999,K23,Zuidas
52.35790106_4.8859532,52.338292_4.874758,475,K23,Zuidas
52.30697114_5.01931383,52.338292_4.874758,99999,K23,Zuidas
52.33239698_4.94041243,52.338292_4.874758,99999,K23,Zuidas
52.37256242_4.87565532,52.338292_4.874758,99999,K23,Zuidas
52.40643251_4.88930498,52.338292_4.874758,99999,K23,Zuidas
52.37010431_4.90925773,52.338292_4.874758,99999,K23,Zuidas
52.36636082_4.80218278,52.338292_4.874758,99999,K23,Zuidas
52.34879041_4.84370537,52.338292_4.874758,296,K23,Zuidas
52.38459839_4.86331622,52.338292_4.874758,99999,K23,Zuidas
52.36045023_4.92916923,52.338292_4.874758,99999,K23,Zuidas
52.348825_4.9148372,52.338292_4.874758,482,K23,Zuidas
52.39622675_4.95481232,52.338292_4.874758,99999,K23,Zuidas
52.30187026_4.88177715,52.356232_4.8962705,99999,K24,Oude Pijp
52.30742444_4.97326246,52.356232_4.8962705,99999,K24,Oude Pijp
52.34122656_4.96464743,52.356232_4.8962705,99999,K24,Oude Pijp
52.35790106_4.8859532,52.356232_4.8962705,192,K24,Oude Pijp
52.30697114_5.01931383,52.356232_4.8962705,99999,K24,Oude Pijp
52.33239698_4.94041243,52.356232_4.8962705,99999,K24,Oude Pijp
52.37256242_4.87565532,52.356232_4.8962705,319,K24,Oude Pijp
52.40643251_4.88930498,52.356232_4.8962705,99999,K24,Oude Pijp
52.37010431_4.90925773,52.356232_4.8962705,350,K24,Oude Pijp
52.36636082_4.80218278,52.356232_4.8962705,99999,K24,Oude Pijp
52.34879041_4.84370537,52.356232_4.8962705,99999,K24,Oude Pijp
52.38459839_4.86331622,52.356232_4.8962705,99999,K24,Oude Pijp
52.36045023_4.92916923,52.356232_4.8962705,380,K24,Oude Pijp
52.348825_4.9148372,52.356232_4.8962705,343,K24,Oude Pijp
52.39622675_4.95481232,52.356232_4.8962705,99999,K24,Oude Pijp
52.30187026_4.88177715,52.3520905_4.8973225,99999,K25,Nieuwe Pijp
52.30742444_4.97326246,52.3520905_4.8973225,99999,K25,Nieuwe Pijp
52.34122656_4.96464743,52.3520905_4.8973225,99999,K25,Nieuwe Pijp
52.35790106_4.8859532,52.3520905_4.8973225,284,K25,Nieuwe Pijp
52.30697114_5.01931383,52.3520905_4.8973225,99999,K25,Nieuwe Pijp
52.33239698_4.94041243,52.3520905_4.8973225,99999,K25,Nieuwe Pijp
52.37256242_4.87565532,52.3520905_4.8973225,418,K25,Nieuwe Pijp
52.40643251_4.88930498,52.3520905_4.8973225,99999,K25,Nieuwe Pijp
52.37010431_4.90925773,52.3520905_4.8973225,357,K25,Nieuwe Pijp
52.36636082_4.80218278,52.3520905_4.8973225,99999,K25,Nieuwe Pijp
52.34879041_4.84370537,52.3520905_4.8973225,99999,K25,Nieuwe Pijp
52.38459839_4.86331622,52.3520905_4.8973225,99999,K25,Nieuwe Pijp
52.36045023_4.92916923,52.3520905_4.8973225,388,K25,Nieuwe Pijp
52.348825_4.9148372,52.3520905_4.8973225,257,K25,Nieuwe Pijp
52.39622675_4.95481232,52.3520905_4.8973225,99999,K25,Nieuwe Pijp
52.30187026_4.88177715,52.3506785_4.9028035,99999,K26,Zuid Pijp
52.30742444_4.97326246,52.3506785_4.9028035,99999,K26,Zuid Pijp
52.34122656_4.96464743,52.3506785_4.9028035,99999,K26,Zuid Pijp
52.35790106_4.8859532,52.3506785_4.9028035,260,K26,Zuid Pijp
52.30697114_5.01931383,52.3506785_4.9028035,99999,K26,Zuid Pijp
52.33239698_4.94041243,52.3506785_4.9028035,520,K26,Zuid Pijp
52.37256242_4.87565532,52.3506785_4.9028035,378,K26,Zuid Pijp
52.40643251_4.88930498,52.3506785_4.9028035,99999,K26,Zuid Pijp
52.37010431_4.90925773,52.3506785_4.9028035,318,K26,Zuid Pijp
52.36636082_4.80218278,52.3506785_4.9028035,99999,K26,Zuid Pijp
52.34879041_4.84370537,52.3506785_4.9028035,99999,K26,Zuid Pijp
52.38459839_4.86331622,52.3506785_4.9028035,99999,K26,Zuid Pijp
52.36045023_4.92916923,52.3506785_4.9028035,349,K26,Zuid Pijp
52.348825_4.9148372,52.3506785_4.9028035,163,K26,Zuid Pijp
52.39622675_4.95481232,52.3506785_4.9028035,99999,K26,Zuid Pijp
52.30187026_4.88177715,52.3480815_4.8481375,99999,K44,Hoofddorppleinbuurt
52.30742444_4.97326246,52.3480815_4.8481375,99999,K44,Hoofddorppleinbuurt
52.34122656_4.96464743,52.3480815_4.8481375,99999,K44,Hoofddorppleinbuurt
52.35790106_4.8859532,52.3480815_4.8481375,435,K44,Hoofddorppleinbuurt
52.30697114_5.01931383,52.3480815_4.8481375,99999,K44,Hoofddorppleinbuurt
52.33239698_4.94041243,52.3480815_4.8481375,99999,K44,Hoofddorppleinbuurt
52.37256242_4.87565532,52.3480815_4.8481375,425,K44,Hoofddorppleinbuurt
52.40643251_4.88930498,52.3480815_4.8481375,99999,K44,Hoofddorppleinbuurt
52.37010431_4.90925773,52.3480815_4.8481375,99999,K44,Hoofddorppleinbuurt
52.36636082_4.80218278,52.3480815_4.8481375,99999,K44,Hoofddorppleinbuurt
52.34879041_4.84370537,52.3480815_4.8481375,145,K44,Hoofddorppleinbuurt
