origin_coords,demand_coords,travel_time,wijkcode,wijknaam
52.3016997_4.8818308,52.349646_4.9489735,99999,M56,Middenmeer
52.308309_4.972099,52.349646_4.9489735,99999,M56,Middenmeer
52.3411722_4.9559195,52.349646_4.9489735,281,M56,Middenmeer
52.3579322_4.8859237,52.349646_4.9489735,99999,M56,Middenmeer
52.306983_5.019014,52.349646_4.9489735,99999,M56,Middenmeer
52.3322959_4.9316684,52.349646_4.9489735,349,M56,Middenmeer
52.3725605_4.8669247,52.349646_4.9489735,99999,M56,Middenmeer
52.4063049_4.8895732,52.349646_4.9489735,99999,M56,Middenmeer
52.3701069_4.9005251,52.349646_4.9489735,99999,M56,Middenmeer
52.3665066_4.802105,52.349646_4.9489735,99999,M56,Middenmeer
52.3488064_4.8436638,52.349646_4.9489735,99999,M56,Middenmeer
52.3845943_4.8633189,52.349646_4.9489735,99999,M56,Middenmeer
52.3604565_4.920448,52.349646_4.9489735,385,M56,Middenmeer
52.3488242_4.9148304,52.349646_4.9489735,399,M56,Middenmeer
52.3962145_4.9548264,52.349646_4.9489735,99999,M56,Middenmeer
52.3016997_4.8818308,52.361601_4.9839185,99999,M34,Zeeburgereiland/Nieuwe Diep
52.308309_4.972099,52.361601_4.9839185,99999,M34,Zeeburgereiland/Nieuwe Diep
52.3411722_4.9559195,52.361601_4.9839185,307,M34,Zeeburgereiland/Nieuwe Diep
52.3579322_4.8859237,52.361601_4.9839185,99999,M34,Zeeburgereiland/Nieuwe Diep
52.306983_5.019014,52.361601_4.9839185,99999,M34,Zeeburgereiland/Nieuwe Diep
52.3322959_4.9316684,52.361601_4.9839185,99999,M34,Zeeburgereiland/Nieuwe Diep
52.3725605_4.8669247,52.361601_4.9839185,99999,M34,Zeeburgereiland/Nieuwe Diep
52.4063049_4.8895732,52.361601_4.9839185,99999,M34,Zeeburgereiland/Nieuwe Diep
52.3701069_4.9005251,52.361601_4.9839185,99999,M34,Zeeburgereiland/Nieuwe Diep
52.3665066_4.802105,52.361601_4.9839185,99999,M34,Zeeburgereiland/Nieuwe Diep
52.3488064_4.8436638,52.361601_4.9839185,99999,M34,Zeeburgereiland/Nieuwe Diep
52.3845943_4.8633189,52.361601_4.9839185,99999,M34,Zeeburgereiland/Nieuwe Diep
52.3604565_4.920448,52.361601_4.9839185,99999,M34,Zeeburgereiland/Nieuwe Diep
52.3488242_4.9148304,52.361601_4.9839185,99999,M34,Zeeburgereiland/Nieuwe Diep
52.3962145_4.9548264,52.361601_4.9839185,99999,M34,Zeeburgereiland/Nieuwe Diep
52.3016997_4.8818308,52.342153_4.9399395,99999,M57,Betondorp
52.308309_4.972099,52.342153_4.9399395,99999,M57,Betondorp
52.3411722_4.9559195,52.342153_4.9399395,218,M57,Betondorp
52.3579322_4.8859237,52.342153_4.9399395,99999,M57,Betondorp
52.306983_5.019014,52.342153_4.9399395,99999,M57,Betondorp
52.3322959_4.9316684,52.342153_4.9399395,286,M57,Betondorp
52.3725605_4.8669247,52.342153_4.9399395,99999,M57,Betondorp
52.4063049_4.8895732,52.342153_4.9399395,99999,M57,Betondorp
52.3701069_4.9005251,52.342153_4.9399395,99999,M57,Betondorp
52.3665066_4.802105,52.342153_4.9399395,99999,M57,Betondorp
52.3488064_4.8436638,52.342153_4.9399395,99999,M57,Betondorp
52.3845943_4.8633189,52.342153_4.9399395,99999,M57,Betondorp
52.3604565_4.920448,52.342153_4.9399395,444,M57,Betondorp
52.3488242_4.9148304,52.342153_4.9399395,356,M57,Betondorp
52.3962145_4.9548264,52.342153_4.9399395,99999,M57,Betondorp
52.3016997_4.8818308,52.332379_4.918914,99999,M58,Omval/Overamstel
52.308309_4.972099,52.332379_4.918914,99999,M58,Omval/Overamstel
52.3411722_4.9559195,52.332379_4.918914,291,M58,Omval/Overamstel
52.3579322_4.8859237,52.332379_4.918914,525,M58,Omval/Overamstel
52.306983_5.019014,52.332379_4.918914,99999,M58,Omval/Overamstel
52.3322959_4.9316684,52.332379_4.918914,131,M58,Omval/Overamstel
52.3725605_4.8669247,52.332379_4.918914,99999,M58,Omval/Overamstel
52.4063049_4.8895732,52.332379_4.918914,99999,M58,Omval/Overamstel
52.3701069_4.9005251,52.332379_4.918914,99999,M58,Omval/Overamstel
52.3665066_4.802105,52.332379_4.918914,99999,M58,Omval/Overamstel
52.3488064_4.8436638,52.332379_4.918914,99999,M58,Omval/Overamstel
52.3845943_4.8633189,52.332379_4.918914,99999,M58,Omval/Overamstel
52.3604565_4.920448,52.332379_4.918914,440,M58,Omval/Overamstel
52.3488242_4.9148304,52.332379_4.918914,291,M58,Omval/Overamstel
52.3962145_4.9548264,52.332379_4.918914,99999,M58,Omval/Overamstel
52.3016997_4.8818308,52.391072_4.9111675,99999,N60,Volewijck
52.308309_4.972099,52.391072_4.9111675,99999,N60,Volewijck
52.3411722_4.9559195,52.391072_4.9111675,99999,N60,Volewijck
52.3579322_4.8859237,52.391072_4.9111675,99999,N60,Volewijck
52.306983_5.019014,52.391072_4.9111675,99999,N60,Volewijck
52.3322959_4.9316684,52.391072_4.9111675,99999,N60,Volewijck
52.3725605_4.8669247,52.391072_4.9111675,790,N60,Volewijck
52.4063049_4.8895732,52.391072_4.9111675,270,N60,Volewijck
52.3701069_4.9005251,52.391072_4.9111675,468,N60,Volewijck
52.3665066_4.802105,52.391072_4.9111675,99999,N60,Volewijck
52.3488064_4.8436638,52.391072_4.9111675,99999,N60,Volewijck
52.3845943_4.8633189,52.391072_4.9111675,632,N60,Volewijck
52.3604565_4.920448,52.391072_4.9111675,478,N60,Volewijck
52.3488242_4.9148304,52.391072_4.9111675,99999,N60,Volewijck
52.3962145_4.9548264,52.391072_4.9111675,361,N60,Volewijck
52.3016997_4.8818308,52.3894655_4.9208635,99999,N61,IJplein/Vogelbuurt
52.308309_4.972099,52.3894655_4.9208635,99999,N61,IJplein/Vogelbuurt
52.3411722_4.9559195,52.3894655_4.9208635,99999,N61,IJplein/Vogelbuurt
52.3579322_4.8859237,52.3894655_4.9208635,99999,N61,IJplein/Vogelbuurt
52.306983_5.019014,52.3894655_4.9208635,99999,N61,IJplein/Vogelbuurt
52.3322959_4.9316684,52.3894655_4.9208635,99999,N61,IJplein/Vogelbuurt
52.3725605_4.8669247,52.3894655_4.9208635,99999,N61,IJplein/Vogelbuurt
52.4063049_4.8895732,52.3894655_4.9208635,655,N61,IJplein/Vogelbuurt
52.3701069_4.9005251,52.3894655_4.9208635,392,N61,IJplein/Vogelbuurt
52.3665066_4.802105,52.3894655_4.9208635,99999,N61,IJplein/Vogelbuurt
52.3488064_4.8436638,52.3894655_4.9208635,99999,N61,IJplein/Vogelbuurt
52.3845943_4.8633189,52.3894655_4.9208635,99999,N61,IJplein/Vogelbuurt
52.3604565_4.920448,52.3894655_4.9208635,402,N61,IJplein/Vogelbuurt
52.3488242_4.9148304,52.3894655_4.9208635,99999,N61,IJplein/Vogelbuurt
52.3962145_4.9548264,52.3894655_4.9208635,615,N61,IJplein/Vogelbuurt
52.3016997_4.8818308,52.3906625_4.9437245,99999,N62,Tuindorp Nieuwendam
52.308309_4.972099,52.3906625_4.9437245,99999,N62,Tuindorp Nieuwendam
52.3411722_4.9559195,52.3906625_4.9437245,99999,N62,Tuindorp Nieuwendam
52.3579322_4.8859237,52.3906625_4.9437245,99999,N62,Tuindorp Nieuwendam
52.306983_5.019014,52.3906625_4.9437245,99999,N62,Tuindorp Nieuwendam
52.3322959_4.9316684,52.3906625_4.9437245,99999,N62,Tuindorp Nieuwendam
52.3725605_4.8669247,52.3906625_4.9437245,99999,N62,Tuindorp Nieuwendam
52.4063049_4.8895732,52.3906625_4.9437245,99999,N62,Tuindorp Nieuwendam
52.3701069_4.9005251,52.3906625_4.9437245,99999,N62,Tuindorp Nieuwendam
52.3665066_4.802105,52.3906625_4.9437245,99999,N62,Tuindorp Nieuwendam
52.3488064_4.8436638,52.3906625_4.9437245,99999,N62,Tuindorp Nieuwendam
52.3845943_4.8633189,52.3906625_4.9437245,99999,N62,Tuindorp Nieuwendam
52.3604565_4.920448,52.3906625_4.9437245,99999,N62,Tuindorp Nieuwendam
52.3488242_4.9148304,52.3906625_4.9437245,99999,N62,Tuindorp Nieuwendam
52.3962145_4.9548264,52.3906625_4.9437245,166,N62,Tuindorp Nieuwendam
52.3016997_4.8818308,52.393222_4.929074,99999,N63,Tuindorp Buiksloot
52.308309_4.972099,52.393222_4.929074,99999,N63,Tuindorp Buiksloot
52.3411722_4.9559195,52.393222_4.929074,99999,N63,Tuindorp Buiksloot
52.3579322_4.8859237,52.393222_4.929074,99999,N63,Tuindorp Buiksloot
52.306983_5.019014,52.393222_4.929074,99999,N63,Tuindorp Buiksloot
52.3322959_4.9316684,52.393222_4.929074,99999,N63,Tuindorp Buiksloot
52.3725605_4.8669247,52.393222_4.929074,99999,N63,Tuindorp Buiksloot
52.4063049_4.8895732,52.393222_4.929074,456,N63,Tuindorp Buiksloot
52.3701069_4.9005251,52.393222_4.929074,500,N63,Tuindorp Buiksloot
52.3665066_4.802105,52.393222_4.929074,99999,N63,Tuindorp Buiksloot
52.3488064_4.8436638,52.393222_4.929074,99999,N63,Tuindorp Buiksloot
52.3845943_4.8633189,52.393222_4.929074,99999,N63,Tuindorp Buiksloot
52.3604565_4.920448,52.393222_4.929074,510,N63,Tuindorp Buiksloot
52.3488242_4.9148304,52.393222_4.929074,99999,N63,Tuindorp Buiksloot
52.3962145_4.9548264,52.393222_4.929074,306,N63,Tuindorp Buiksloot
52.3016997_4.8818308,52.393568_4.9335795,99999,N64,Nieuwendammerdijk/Buiksloterdijk
52.308309_4.972099,52.393568_4.9335795,99999,N64,Nieuwendammerdijk/Buiksloterdijk
52.3411722_4.9559195,52.393568_4.9335795,99999,N64,Nieuwendammerdijk/Buiksloterdijk
52.3579322_4.8859237,52.393568_4.9335795,99999,N64,Nieuwendammerdijk/Buiksloterdijk
52.306983_5.019014,52.393568_4.9335795,99999,N64,Nieuwendammerdijk/Buiksloterdijk
52.3322959_4.9316684,52.393568_4.9335795,99999,N64,Nieuwendammerdijk/Buiksloterdijk
52.3725605_4.8669247,52.393568_4.9335795,99999,N64,Nieuwendammerdijk/Buiksloterdijk
52.4063049_4.8895732,52.393568_4.9335795,498,N64,Nieuwendammerdijk/Buiksloterdijk
52.3701069_4.9005251,52.393568_4.9335795,540,N64,Nieuwendammerdijk/Buiksloterdijk
52.3665066_4.802105,52.393568_4.9335795,99999,N64,Nieuwendammerdijk/Buiksloterdijk
52.3488064_4.8436638,52.393568_4.9335795,99999,N64,Nieuwendammerdijk/Buiksloterdijk
52.3845943_4.8633189,52.393568_4.9335795,99999,N64,Nieuwendammerdijk/Buiksloterdijk
52.3604565_4.920448,52.393568_4.9335795,99999,N64,Nieuwendammerdijk/Buiksloterdijk
52.3488242_4.9148304,52.393568_4.9335795,99999,N64,Nieuwendammerdijk/Buiksloterdijk
52.3962145_4.9548264,52.393568_4.9335795,345,N64,Nieuwendammerdijk/Buiksloterdijk
52.3016997_4.8818308,52.4102805_4.891192,99999,N65,Tuindorp Oostzaan
52.308309_4.972099,52.4102805_4.891192,99999,N65,Tuindorp Oostzaan
52.3411722_4.9559195,52.4102805_4.891192,99999,N65,Tuindorp Oostzaan
52.3579322_4.8859237,52.4102805_4.891192,99999,N65,Tuindorp Oostzaan
52.306983_5.019014,52.4102805_4.891192,99999,N65,Tuindorp Oostzaan
52.3322959_4.9316684,52.4102805_4.891192,99999,N65,Tuindorp Oostzaan
52.3725605_4.8669247,52.4102805_4.891192,99999,N65,Tuindorp Oostzaan
52.4063049_4.8895732,52.4102805_4.891192,108,N65,Tuindorp Oostzaan
52.3701069_4.9005251,52.4102805_4.891192,99999,N65,Tuindorp Oostzaan
52.3665066_4.802105,52.4102805_4.891192,99999,N65,Tuindorp Oostzaan
52.3488064_4.8436638,52.4102805_4.891192,99999,N65,Tuindorp Oostzaan
52.3845943_4.8633189,52.4102805_4.891192,703,N65,Tuindorp Oostzaan
52.3604565_4.920448,52.4102805_4.891192,99999,N65,Tuindorp Oostzaan
52.3488242_4.9148304,52.4102805_4.891192,99999,N65,Tuindorp Oostzaan
52.3962145_4.9548264,52.4102805_4.891192,99999,N65,Tuindorp Oostzaan
52.3016997_4.8818308,52.4161945_4.9091525,99999,N67,Kadoelen
52.308309_4.972099,52.4161945_4.9091525,99999,N67,Kadoelen
52.3411722_4.9559195,52.4161945_4.9091525,99999,N67,Kadoelen
52.3579322_4.8859237,52.4161945_4.9091525,99999,N67,Kadoelen
52.306983_5.019014,52.4161945_4.9091525,99999,N67,Kadoelen
52.3322959_4.9316684,52.4161945_4.9091525,99999,N67,Kadoelen
52.3725605_4.8669247,52.4161945_4.9091525,99999,N67,Kadoelen
52.4063049_4.8895732,52.4161945_4.9091525,540,N67,Kadoelen
52.3701069_4.9005251,52.4161945_4.9091525,99999,N67,Kadoelen
52.3665066_4.802105,52.4161945_4.9091525,99999,N67,Kadoelen
52.3488064_4.8436638,52.4161945_4.9091525,99999,N67,Kadoelen
52.3845943_4.8633189,52.4161945_4.9091525,99999,N67,Kadoelen
52.3604565_4.920448,52.4161945_4.9091525,99999,N67,Kadoelen
52.3488242_4.9148304,52.4161945_4.9091525,99999,N67,Kadoelen
52.3962145_4.9548264,52.4161945_4.9091525,99999,N67,Kadoelen
52.3016997_4.8818308,52.3945535_4.9539,99999,N68,Waterlandpleinbuurt
52.308309_4.972099,52.3945535_4.9539,99999,N68,Waterlandpleinbuurt
52.3411722_4.9559195,52.3945535_4.9539,99999,N68,Waterlandpleinbuurt
52.3579322_4.8859237,52.3945535_4.9539,99999,N68,Waterlandpleinbuurt
52.306983_5.019014,52.3945535_4.9539,99999,N68,Waterlandpleinbuurt
52.3322959_4.9316684,52.3945535_4.9539,99999,N68,Waterlandpleinbuurt
52.3725605_4.8669247,52.3945535_4.9539,99999,N68,Waterlandpleinbuurt
52.4063049_4.8895732,52.3945535_4.9539,99999,N68,Waterlandpleinbuurt
52.3701069_4.9005251,52.3945535_4.9539,99999,N68,Waterlandpleinbuurt
52.3665066_4.802105,52.3945535_4.9539,99999,N68,Waterlandpleinbuurt
52.3488064_4.8436638,52.3945535_4.9539,99999,N68,Waterlandpleinbuurt
52.3845943_4.8633189,52.3945535_4.9539,99999,N68,Waterlandpleinbuurt
52.3604565_4.920448,52.3945535_4.9539,99999,N68,Waterlandpleinbuurt
52.3488242_4.9148304,52.3945535_4.9539,99999,N68,Waterlandpleinbuurt
52.3962145_4.9548264,52.3945535_4.9539,42,N68,Waterlandpleinbuurt
52.3016997_4.8818308,52.422292_4.8772435,99999,N66,Oostzanerwerf
52.308309_4.972099,52.422292_4.8772435,99999,N66,Oostzanerwerf
52.3411722_4.9559195,52.422292_4.8772435,99999,N66,Oostzanerwerf
52.3579322_4.8859237,52.422292_4.8772435,99999,N66,Oostzanerwerf
52.306983_5.019014,52.422292_4.8772435,99999,N66,Oostzanerwerf
52.3322959_4.9316684,52.422292_4.8772435,99999,N66,Oostzanerwerf
52.3725605_4.8669247,52.422292_4.8772435,99999,N66,Oostzanerwerf
52.4063049_4.8895732,52.422292_4.8772435,312,N66,Oostzanerwerf
52.3701069_4.9005251,52.422292_4.8772435,99999,N66,Oostzanerwerf
52.3665066_4.802105,52.422292_4.8772435,99999,N66,Oostzanerwerf
52.3488064_4.8436638,52.422292_4.8772435,99999,N66,Oostzanerwerf
52.3845943_4.8633189,52.422292_4.8772435,99999,N66,Oostzanerwerf
52.3604565_4.920448,52.422292_4.8772435,99999,N66,Oostzanerwerf
52.3488242_4.9148304,52.422292_4.8772435,99999,N66,Oostzanerwerf
52.3962145_4.9548264,52.422292_4.8772435,99999,N66,Oostzanerwerf
52.3016997_4.8818308,52.400173_4.9381745,99999,N69,Buikslotermeer
52.308309_4.972099,52.400173_4.9381745,99999,N69,Buikslotermeer
52.3411722_4.9559195,52.400173_4.9381745,99999,N69,Buikslotermeer
52.3579322_4.8859237,52.400173_4.9381745,99999,N69,Buikslotermeer
52.306983_5.019014,52.400173_4.9381745,99999,N69,Buikslotermeer
52.3322959_4.9316684,52.400173_4.9381745,99999,N69,Buikslotermeer
52.3725605_4.8669247,52.400173_4.9381745,99999,N69,Buikslotermeer
52.4063049_4.8895732,52.400173_4.9381745,480,N69,Buikslotermeer
52.3701069_4.9005251,52.400173_4.9381745,99999,N69,Buikslotermeer
52.3665066_4.802105,52.400173_4.9381745,99999,N69,Buikslotermeer
52.3488064_4.8436638,52.400173_4.9381745,99999,N69,Buikslotermeer
52.3845943_4.8633189,52.400173_4.9381745,99999,N69,Buikslotermeer
52.3604565_4.920448,52.400173_4.9381745,99999,N69,Buikslotermeer
52.3488242_4.9148304,52.400173_4.9381745,99999,N69,Buikslotermeer
52.3962145_4.9548264,52.400173_4.9381745,114,N69,Buikslotermeer
52.3016997_4.8818308,52.407933_4.9165665,99999,N70,Banne Buiksloot
52.308309_4.972099,52.407933_4.9165665,99999,N70,Banne Buiksloot
52.3411722_4.9559195,52.407933_4.9165665,99999,N70,Banne Buiksloot
52.3579322_4.8859237,52.407933_4.9165665,99999,N70,Banne Buiksloot
52.306983_5.019014,52.407933_4.9165665,99999,N70,Banne Buiksloot
52.3322959_4.9316684,52.407933_4.9165665,99999,N70,Banne Buiksloot
52.3725605_4.8669247,52.407933_4.9165665,99999,N70,Banne Buiksloot
52.4063049_4.8895732,52.407933_4.9165665,363,N70,Banne Buiksloot
52.3701069_4.9005251,52.407933_4.9165665,99999,N70,Banne Buiksloot
52.3665066_4.802105,52.407933_4.9165665,99999,N70,Banne Buiksloot
52.3488064_4.8436638,52.407933_4.9165665,99999,N70,Banne Buiksloot
52.3845943_4.8633189,52.407933_4.9165665,99999,N70,Banne Buiksloot
52.3604565_4.920448,52.407933_4.9165665,99999,N70,Banne Buiksloot
52.3488242_4.9148304,52.407933_4.9165665,99999,N70,Banne Buiksloot
52.3962145_4.9548264,52.407933_4.9165665,353,N70,Banne Buiksloot
52.3016997_4.8818308,52.4002125_4.888284,99999,N71,Noordelijke IJ-oevers West
52.308309_4.972099,52.4002125_4.888284,99999,N71,Noordelijke IJ-oevers West
52.3411722_4.9559195,52.4002125_4.888284,99999,N71,Noordelijke IJ-oevers West
52.3579322_4.8859237,52.4002125_4.888284,99999,N71,Noordelijke IJ-oevers West
52.306983_5.019014,52.4002125_4.888284,99999,N71,Noordelijke IJ-oevers West
52.3322959_4.9316684,52.4002125_4.888284,99999,N71,Noordelijke IJ-oevers West
52.3725605_4.8669247,52.4002125_4.888284,978,N71,Noordelijke IJ-oevers West
52.4063049_4.8895732,52.4002125_4.888284,179,N71,Noordelijke IJ-oevers West
52.3701069_4.9005251,52.4002125_4.888284,756,N71,Noordelijke IJ-oevers West
52.3665066_4.802105,52.4002125_4.888284,99999,N71,Noordelijke IJ-oevers West
52.3488064_4.8436638,52.4002125_4.888284,99999,N71,Noordelijke IJ-oevers West
52.3845943_4.8633189,52.4002125_4.888284,873,N71,Noordelijke IJ-oevers West
52.3604565_4.920448,52.4002125_4.888284,99999,N71,Noordelijke IJ-oevers West
52.3488242_4.9148304,52.4002125_4.888284,99999,N71,Noordelijke IJ-oevers West
52.3962145_4.9548264,52.4002125_4.888284,99999,N71,Noordelijke IJ-oevers West
52.3016997_4.8818308,52.384209_4.9356245,99999,N72,Noordelijke IJ-oevers Oost
52.308309_4.972099,52.384209_4.9356245,99999,N72,Noordelijke IJ-oevers Oost
52.3411722_4.9559195,52.384209_4.9356245,99999,N72,Noordelijke IJ-oevers Oost
52.3579322_4.8859237,52.384209_4.9356245,99999,N72,Noordelijke IJ-oevers Oost
52.306983_5.019014,52.384209_4.9356245,99999,N72,Noordelijke IJ-oevers Oost
52.3322959_4.9316684,52.384209_4.9356245,99999,N72,Noordelijke IJ-oevers Oost
52.3725605_4.8669247,52.384209_4.9356245,99999,N72,Noordelijke IJ-oevers Oost
52.4063049_4.8895732,52.384209_4.9356245,99999,N72,Noordelijke IJ-oevers Oost
52.3701069_4.9005251,52.384209_4.9356245,637,N72,Noordelijke IJ-oevers Oost
52.3665066_4.802105,52.384209_4.9356245,99999,N72,Noordelijke IJ-oevers Oost
52.3488064_4.8436638,52.384209_4.9356245,99999,N72,Noordelijke IJ-oevers Oost
52.3845943_4.8633189,52.384209_4.9356245,99999,N72,Noordelijke IJ-oevers Oost
52.3604565_4.920448,52.384209_4.9356245,647,N72,Noordelijke IJ-oevers Oost
52.3488242_4.9148304,52.384209_4.9356245,99999,N72,Noordelijke IJ-oevers Oost
52.3962145_4.9548264,52.384209_4.9356245,442,N72,Noordelijke IJ-oevers Oost
52.3016997_4.8818308,52.3974955_5.0044115,99999,N73,Waterland
52.308309_4.972099,52.3974955_5.0044115,99999,N73,Waterland
52.3411722_4.9559195,52.3974955_5.0044115,99999,N73,Waterland
52.3579322_4.8859237,52.3974955_5.0044115,99999,N73,Waterland
52.306983_5.019014,52.3974955_5.0044115,99999,N73,Waterland
52.3322959_4.9316684,52.3974955_5.0044115,99999,N73,Waterland
52.3725605_4.8669247,52.3974955_5.0044115,99999,N73,Waterland
52.4063049_4.8895732,52.3974955_5.0044115,99999,N73,Waterland
52.3701069_4.9005251,52.3974955_5.0044115,99999,N73,Waterland
52.3665066_4.802105,52.3974955_5.0044115,99999,N73,Waterland
52.3488064_4.8436638,52.3974955_5.0044115,99999,N73,Waterland
52.3845943_4.8633189,52.3974955_5.0044115,99999,N73,Waterland
52.3604565_4.920448,52.3974955_5.0044115,99999,N73,Waterland
52.3488242_4.9148304,52.3974955_5.0044115,99999,N73,Waterland
52.3962145_4.9548264,52.3974955_5.0044115,421,N73,Waterland
52.3016997_4.8818308,52.315318_4.954521,99999,T93,"Bijlmer Centrum (D,F,H)"
52.308309_4.972099,52.315318_4.954521,648,T93,"Bijlmer Centrum (D,F,H)"
52.3411722_4.9559195,52.315318_4.954521,377,T93,"Bijlmer Centrum (D,F,H)"
52.3579322_4.8859237,52.315318_4.954521,99999,T93,"Bijlmer Centrum (D,F,H)"
52.306983_5.019014,52.315318_4.954521,99999,T93,"Bijlmer Centrum (D,F,H)"
52.3322959_4.9316684,52.315318_4.954521,289,T93,"Bijlmer Centrum (D,F,H)"
52.3725605_4.8669247,52.315318_4.954521,99999,T93,"Bijlmer Centrum (D,F,H)"
52.4063049_4.8895732,52.315318_4.954521,99999,T93,"Bijlmer Centrum (D,F,H)"
52.3701069_4.9005251,52.315318_4.954521,99999,T93,"Bijlmer Centrum (D,F,H)"
52.3665066_4.802105,52.315318_4.954521,99999,T93,"Bijlmer Centrum (D,F,H)"
52.3488064_4.8436638,52.315318_4.954521,99999,T93,"Bijlmer Centrum (D,F,H)"
52.3845943_4.8633189,52.315318_4.954521,99999,T93,"Bijlmer Centrum (D,F,H)"
52.3604565_4.920448,52.315318_4.954521,99999,T93,"Bijlmer Centrum (D,F,H)"
52.3488242_4.9148304,52.315318_4.954521,99999,T93,"Bijlmer Centrum (D,F,H)"
52.3962145_4.9548264,52.315318_4.954521,99999,T93,"Bijlmer Centrum (D,F,H)"
52.3016997_4.8818308,52.309579_4.9927425,99999,T95,Nellestein
52.308309_4.972099,52.309579_4.9927425,506,T95,Nellestein
52.3411722_4.9559195,52.309579_4.9927425,99999,T95,Nellestein
52.3579322_4.8859237,52.309579_4.9927425,99999,T95,Nellestein
52.306983_5.019014,52.309579_4.9927425,336,T95,Nellestein
52.3322959_4.9316684,52.309579_4.9927425,99999,T95,Nellestein
52.3725605_4.8669247,52.309579_4.9927425,99999,T95,Nellestein
52.4063049_4.8895732,52.309579_4.9927425,99999,T95,Nellestein
52.3701069_4.9005251,52.309579_4.9927425,99999,T95,Nellestein
52.3665066_4.802105,52.309579_4.9927425,99999,T95,Nellestein
52.3488064_4.8436638,52.309579_4.9927425,99999,T95,Nellestein
52.3845943_4.8633189,52.309579_4.9927425,99999,T95,Nellestein
52.3604565_4.920448,52.309579_4.9927425,99999,T95,Nellestein
52.3488242_4.9148304,52.309579_4.9927425,99999,T95,Nellestein
52.3962145_4.9548264,52.309579_4.9927425,99999,T95,Nellestein
52.3016997_4.8818308,52.3195785_4.976827,99999,T94,"Bijlmer Oost (E,G,K)"
52.308309_4.972099,52.3195785_4.976827,569,T94,"Bijlmer Oost (E,G,K)"
52.3411722_4.9559195,52.3195785_4.976827,505,T94,"Bijlmer Oost (E,G,K)"
52.3579322_4.8859237,52.3195785_4.976827,99999,T94,"Bijlmer Oost (E,G,K)"
52.306983_5.019014,52.3195785_4.976827,460,T94,"Bijlmer Oost (E,G,K)"
52.3322959_4.9316684,52.3195785_4.976827,456,T94,"Bijlmer Oost (E,G,K)"
52.3725605_4.8669247,52.3195785_4.976827,99999,T94,"Bijlmer Oost (E,G,K)"
52.4063049_4.8895732,52.3195785_4.976827,99999,T94,"Bijlmer Oost (E,G,K)"
52.3701069_4.9005251,52.3195785_4.976827,99999,T94,"Bijlmer Oost (E,G,K)"
52.3665066_4.802105,52.3195785_4.976827,99999,T94,"Bijlmer Oost (E,G,K)"
52.3488064_4.8436638,52.3195785_4.976827,99999,T94,"Bijlmer Oost (E,G,K)"
52.3845943_4.8633189,52.3195785_4.976827,99999,T94,"Bijlmer Oost (E,G,K)"
52.3604565_4.920448,52.3195785_4.976827,99999,T94,"Bijlmer Oost (E,G,K)"
52.3488242_4.9148304,52.3195785_4.976827,99999,T94,"Bijlmer Oost (E,G,K)"
52.3962145_4.9548264,52.3195785_4.976827,99999,T94,"Bijlmer Oost (E,G,K)"
52.3016997_4.8818308,52.299279_5.0430295,99999,SAE,Aetsveld
52.308309_4.972099,52.299279_5.0430295,99999,SAE,Aetsveld
52.3411722_4.9559195,52.299279_5.0430295,99999,SAE,Aetsveld
52.3579322_4.8859237,52.299279_5.0430295,99999,SAE,Aetsveld
52.306983_5.019014,52.299279_5.0430295,328,SAE,Aetsveld
52.3322959_4.9316684,52.299279_5.0430295,99999,SAE,Aetsveld
52.3725605_4.8669247,52.299279_5.0430295,99999,SAE,Aetsveld
52.4063049_4.8895732,52.299279_5.0430295,99999,SAE,Aetsveld
52.3701069_4.9005251,52.299279_5.0430295,99999,SAE,Aetsveld
52.3665066_4.802105,52.299279_5.0430295,99999,SAE,Aetsveld
52.3488064_4.8436638,52.299279_5.0430295,99999,SAE,Aetsveld
52.3845943_4.8633189,52.299279_5.0430295,99999,SAE,Aetsveld
52.3604565_4.920448,52.299279_5.0430295,99999,SAE,Aetsveld
52.3488242_4.9148304,52.299279_5.0430295,99999,SAE,Aetsveld
52.3962145_4.9548264,52.299279_5.0430295,99999,SAE,Aetsveld
52.3016997_4.8818308,52.2961795_4.9694905,99999,T96,Holendrecht/Reigersbos
52.308309_4.972099,52.2961795_4.9694905,739,T96,Holendrecht/Reigersbos
52.3411722_4.9559195,52.2961795_4.9694905,99999,T96,Holendrecht/Reigersbos
52.3579322_4.8859237,52.2961795_4.9694905,99999,T96,Holendrecht/Reigersbos
52.306983_5.019014,52.2961795_4.9694905,714,T96,Holendrecht/Reigersbos
52.3322959_4.9316684,52.2961795_4.9694905,99999,T96,Holendrecht/Reigersbos
52.3725605_4.8669247,52.2961795_4.9694905,99999,T96,Holendrecht/Reigersbos
52.4063049_4.8895732,52.2961795_4.9694905,99999,T96,Holendrecht/Reigersbos
52.3701069_4.9005251,52.2961795_4.9694905,99999,T96,Holendrecht/Reigersbos
52.3665066_4.802105,52.2961795_4.9694905,99999,T96,Holendrecht/Reigersbos
52.3488064_4.8436638,52.2961795_4.9694905,99999,T96,Holendrecht/Reigersbos
52.3845943_4.8633189,52.2961795_4.9694905,99999,T96,Holendrecht/Reigersbos
52.3604565_4.920448,52.2961795_4.9694905,99999,T96,Holendrecht/Reigersbos
52.3488242_4.9148304,52.2961795_4.9694905,99999,T96,Holendrecht/Reigersbos
